Date,Name,Team,Position,Opp,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result,over_under,seven_day_accuracy,successful_pick
2022-03-02,Terry Rozier,CHA,G,CLE,@,18.5,-105,17.9,-0.6,18.5,27.0,u,0.54,0
2022-03-08,Terry Rozier,CHA,G,BKN,vs.,22.5,-130,20.1,-2.4,22.5,30.0,u,0.46,0
2022-03-09,Terry Rozier,CHA,G,BOS,vs.,21.5,-125,19.7,-1.8,21.5,14.0,u,0.45,1
2022-03-11,Terry Rozier,CHA,G,NOR,@,20.5,-125,20.7,0.2,20.5,25.0,o,0.5,1
2022-03-14,Terry Rozier,CHA,G,OKC,@,22.5,-113,20.0,-2.5,22.5,30.0,u,0.47,0
2022-03-16,Terry Rozier,CHA,G,ATL,vs.,23.5,-121,20.3,-3.2,23.5,18.0,u,0.46,1
2022-03-19,Terry Rozier,CHA,G,DAL,vs.,20.5,-113,19.1,-1.4,20.5,18.0,u,0.48,1
2022-03-21,Terry Rozier,CHA,G,NOR,vs.,21.5,-105,18.5,-3.0,21.5,17.0,u,0.52,1
2022-03-23,Terry Rozier,CHA,G,NYK,vs.,20.5,-113,18.1,-2.4,20.5,18.0,u,0.46,1
2022-03-25,Terry Rozier,CHA,G,UTH,vs.,20.5,-115,18.8,-1.7,20.5,25.0,u,0.47,0
2022-03-27,Terry Rozier,CHA,G,BKN,@,20.5,-105,19.8,-0.7,20.5,14.0,u,0.47,1
2022-03-28,Terry Rozier,CHA,G,DEN,vs.,20.5,-115,19.3,-1.2,20.5,12.0,u,0.46,1
2022-03-30,Terry Rozier,CHA,G,NYK,@,20.5,-120,17.4,-3.1,20.5,15.0,u,0.46,1
2022-03-26,Terry Taylor,IND,F,TOR,@,12.5,-115,15.1,2.6,12.5,4.0,o,0.44,0
2021-10-20,Thaddeus Young,SAS,F,ORL,vs.,10.5,-115,12.48,1.98,10.5,0.0,o,0.33,0
2021-11-03,Thaddeus Young,SAS,F,DAL,vs.,7.5,-110,3.3,-4.2,7.5,8.0,u,0.55,0
2021-11-05,Thaddeus Young,SAS,F,ORL,@,8.5,-125,3.4,-5.09,8.5,12.0,u,0.49,0
2021-11-07,Thaddeus Young,SAS,F,OKC,@,11.5,-120,3.5,-8.0,11.5,10.0,u,0.46,1
2021-11-10,Thaddeus Young,SAS,F,SAC,vs.,12.5,-125,7.42,-5.08,12.5,17.0,u,0.45,0
2021-11-12,Thaddeus Young,SAS,F,DAL,vs.,11.5,105,7.09,-4.41,11.5,9.0,u,0.46,1
2021-11-16,Thaddeus Young,SAS,F,LAC,@,11.5,-125,7.1,-4.4,11.5,10.0,u,0.48,1
2021-11-18,Thaddeus Young,SAS,F,MIN,@,8.5,-125,7.43,-1.07,8.5,0.0,u,0.55,1
2021-12-04,Thaddeus Young,SAS,F,GSW,@,6.5,-110,6.88,0.38,6.5,0.0,o,0.55,0
2021-12-06,Thaddeus Young,SAS,F,PHO,@,6.5,-130,6.2,-0.3,6.5,2.0,u,0.51,1
2022-02-03,Thaddeus Young,SAS,F,MIA,vs.,11.5,-130,6.8,-4.7,11.5,7.0,u,0.54,1
2021-10-25,Thanasis Antetokounmpo,MIL,F,IND,@,5.5,-140,5.59,0.09,5.5,8.0,o,0.45,1
2021-11-05,Thanasis Antetokounmpo,MIL,F,NYK,vs.,6.5,-110,5.14,-1.36,6.5,4.0,u,0.49,1
2021-10-27,Theo Maledon,OKC,G,LAL,vs.,5.5,110,2.85,-2.65,5.5,0.0,u,0.45,1
2021-11-04,Theo Maledon,OKC,G,LAL,@,6.5,-135,2.71,-3.79,6.5,0.0,u,0.53,1
2022-02-16,Theo Maledon,OKC,G,SAS,vs.,8.5,-120,4.2,-4.3,8.5,22.0,u,0.44,0
2022-03-04,Theo Maledon,OKC,G,MIN,vs.,8.5,100,6.9,-1.6,8.5,8.0,u,0.53,1
2022-03-14,Theo Maledon,OKC,G,CHA,vs.,11.5,-120,8.7,-2.8,11.5,6.0,u,0.47,1
2022-03-28,Theo Maledon,OKC,G,POR,@,17.5,-120,11.9,-5.6,17.5,23.0,u,0.46,0
2022-03-30,Theo Maledon,OKC,G,ATL,vs.,18.5,-120,11.8,-6.7,18.5,18.0,u,0.46,1
2021-12-25,Theo Pinson,DAL,G,UTH,@,5.5,-145,9.0,3.5,5.5,9.0,o,0.6,1
2022-02-01,Thomas Bryant,WAS,C,MIL,@,10.5,-113,10.82,0.32,10.5,5.0,o,0.5,0
2022-02-05,Thomas Bryant,WAS,C,PHO,vs.,9.5,-120,7.4,-2.1,9.5,5.0,u,0.52,1
2022-02-07,Thomas Bryant,WAS,C,MIA,vs.,8.5,-105,10.0,1.5,8.5,8.0,o,0.55,0
2022-02-10,Thomas Bryant,WAS,C,BKN,vs.,12.5,-117,14.3,1.8,12.5,13.0,o,0.56,1
2022-02-12,Thomas Bryant,WAS,C,SAC,vs.,12.5,-106,11.52,-0.98,12.5,13.0,u,0.54,0
2022-02-14,Thomas Bryant,WAS,C,DET,vs.,12.5,-120,11.6,-0.9,12.5,11.0,u,0.49,1
2022-02-16,Thomas Bryant,WAS,C,IND,@,12.5,-120,13.5,1.0,12.5,4.0,o,0.44,0
2022-02-17,Thomas Bryant,WAS,C,BKN,@,8.5,-105,11.6,3.1,8.5,12.0,o,0.41,1
2022-02-25,Thomas Bryant,WAS,C,SAS,vs.,8.5,-120,10.9,2.4,8.5,6.0,o,0.33,0
2022-03-01,Thomas Bryant,WAS,C,DET,vs.,7.5,-115,7.7,0.2,7.5,16.0,o,0.53,1
2022-03-06,Thomas Bryant,WAS,C,IND,vs.,7.5,-125,7.2,-0.3,7.5,0.0,u,0.48,1
2022-01-02,Tim Frazier,ORL,G,BOS,@,6.5,-115,6.1,-0.4,6.5,14.0,u,0.56,0
2022-01-03,Tim Frazier,ORL,G,CHI,@,8.5,-121,6.14,-2.36,8.5,0.0,u,0.57,1
2021-10-21,Tim Hardaway,DAL,G,ATL,@,16.5,-113,17.93,1.43,16.5,14.0,o,0.47,0
2021-10-23,Tim Hardaway,DAL,G,TOR,@,16.5,-103,17.64,1.14,16.5,25.0,o,0.45,1
2021-10-26,Tim Hardaway,DAL,G,HOU,vs.,17.5,-113,19.1,1.6,17.5,16.0,o,0.43,0
2021-10-28,Tim Hardaway,DAL,G,SAS,vs.,19.5,-120,18.04,-1.46,19.5,6.0,u,0.42,1
2021-10-29,Tim Hardaway,DAL,G,DEN,@,17.5,-113,17.53,0.03,17.5,3.0,o,0.45,0
2021-10-31,Tim Hardaway,DAL,G,SAC,vs.,16.5,-104,17.2,0.7,16.5,16.0,o,0.49,0
2021-11-02,Tim Hardaway,DAL,G,MIA,vs.,15.5,-113,15.8,0.3,15.5,17.0,o,0.55,1
2021-11-03,Tim Hardaway,DAL,G,SAS,@,16.5,-113,17.16,0.66,16.5,23.0,o,0.55,1
2021-11-06,Tim Hardaway,DAL,G,BOS,vs.,15.5,-110,18.14,2.64,15.5,7.0,o,0.48,0
2021-11-08,Tim Hardaway,DAL,G,NOR,vs.,15.5,-110,18.29,2.79,15.5,17.0,o,0.44,1
2021-11-10,Tim Hardaway,DAL,G,CHI,@,15.5,-125,17.53,2.03,15.5,21.0,o,0.45,1
2021-11-12,Tim Hardaway,DAL,G,SAS,@,16.5,-113,19.06,2.56,16.5,5.0,o,0.46,0
2021-11-15,Tim Hardaway,DAL,G,DEN,vs.,14.5,-113,15.92,1.42,14.5,19.0,o,0.47,1
2021-11-17,Tim Hardaway,DAL,G,PHO,@,17.5,-120,18.5,1.0,17.5,22.0,o,0.5,1
2021-11-19,Tim Hardaway,DAL,G,PHO,@,17.5,-125,17.58,0.08,17.5,18.0,o,0.56,1
2021-11-21,Tim Hardaway,DAL,G,LAC,@,18.5,-110,16.2,-2.3,18.5,8.0,u,0.55,1
2021-11-23,Tim Hardaway,DAL,G,LAC,@,16.5,-115,15.4,-1.1,16.5,13.0,u,0.49,1
2021-11-27,Tim Hardaway,DAL,G,WAS,vs.,15.5,-106,17.65,2.15,15.5,10.0,o,0.42,0
2021-11-29,Tim Hardaway,DAL,G,CLE,vs.,15.5,-110,17.7,2.2,15.5,6.0,o,0.49,0
2021-12-01,Tim Hardaway,DAL,G,NOR,@,13.5,100,17.2,3.7,13.5,16.0,o,0.49,1
2021-12-04,Tim Hardaway,DAL,G,MEM,vs.,14.5,-125,20.5,6.0,14.5,29.0,o,0.55,1
2021-12-07,Tim Hardaway,DAL,G,BKN,vs.,12.5,-125,15.5,3.0,12.5,11.0,o,0.52,0
2021-12-08,Tim Hardaway,DAL,G,MEM,@,12.5,-125,16.82,4.32,12.5,9.0,o,0.55,0
2021-12-10,Tim Hardaway,DAL,G,IND,@,12.5,-115,16.58,4.08,12.5,15.0,o,0.51,1
2021-12-12,Tim Hardaway,DAL,G,OKC,@,15.5,-150,17.0,1.5,15.5,6.0,o,0.48,0
2021-12-13,Tim Hardaway,DAL,G,CHA,vs.,14.5,-120,17.3,2.8,14.5,19.0,o,0.49,1
2021-12-15,Tim Hardaway,DAL,G,LAL,vs.,15.5,-105,17.55,2.05,15.5,20.0,o,0.57,1
2021-12-19,Tim Hardaway,DAL,G,MIN,@,18.5,-110,17.46,-1.03,18.5,28.0,u,0.63,0
2022-01-03,Tim Hardaway,DAL,G,DEN,vs.,12.5,-115,16.42,3.92,12.5,6.0,o,0.57,0
2022-01-05,Tim Hardaway,DAL,G,GSW,vs.,11.5,-115,12.4,0.9,11.5,14.0,o,0.56,1
2022-01-12,Tim Hardaway,DAL,G,NYK,@,12.5,-115,12.9,0.4,12.5,13.0,o,0.55,1
2022-01-14,Tim Hardaway,DAL,G,MEM,@,13.5,-115,16.44,2.94,13.5,16.0,o,0.53,1
2022-01-15,Tim Hardaway,DAL,G,ORL,vs.,12.5,-115,13.09,0.59,12.5,17.0,o,0.53,1
2022-01-17,Tim Hardaway,DAL,G,OKC,vs.,13.5,-120,13.21,-0.29,13.5,12.0,u,0.58,1
2022-01-19,Tim Hardaway,DAL,G,TOR,vs.,12.5,-115,14.1,1.6,12.5,16.0,o,0.62,1
2022-01-20,Tim Hardaway,DAL,G,PHO,vs.,12.5,-109,12.9,0.4,12.5,11.0,o,0.6,0
2022-01-23,Tim Hardaway,DAL,G,MEM,vs.,13.5,-111,14.6,1.1,13.5,9.0,o,0.55,0
2022-01-25,Tim Hardaway,DAL,G,GSW,@,12.5,-105,13.7,1.2,12.5,10.0,o,0.48,0
2021-12-03,Timothe Luwawu-Cabarrot,ATL,G,PHI,vs.,8.5,-110,2.07,-6.43,8.5,0.0,u,0.55,1
2021-12-05,Timothe Luwawu-Cabarrot,ATL,G,CHA,vs.,8.5,-115,2.19,-6.31,8.5,12.0,u,0.53,0
2021-12-06,Timothe Luwawu-Cabarrot,ATL,G,MIN,@,10.5,-125,2.61,-7.89,10.5,23.0,u,0.51,0
2021-12-10,Timothe Luwawu-Cabarrot,ATL,G,BKN,vs.,9.5,-120,3.65,-5.85,9.5,0.0,u,0.51,1
2021-12-13,Timothe Luwawu-Cabarrot,ATL,G,HOU,vs.,8.5,100,3.72,-4.78,8.5,8.0,u,0.49,1
2021-12-15,Timothe Luwawu-Cabarrot,ATL,G,ORL,@,7.5,-105,3.91,-3.59,7.5,7.0,u,0.57,1
2021-12-17,Timothe Luwawu-Cabarrot,ATL,G,DEN,vs.,6.5,100,3.81,-2.69,6.5,5.0,u,0.57,1
2022-01-09,Timothe Luwawu-Cabarrot,ATL,G,LAC,@,7.5,-115,5.5,-2.0,7.5,14.0,u,0.61,0
2021-10-20,Tobias Harris,PHI,F,NOR,@,20.5,-125,21.45,0.95,20.5,20.0,o,0.33,0
2021-10-22,Tobias Harris,PHI,F,BKN,vs.,20.5,-103,19.7,-0.8,20.5,23.0,u,0.47,0
2021-10-24,Tobias Harris,PHI,F,OKC,@,21.5,-115,20.23,-1.27,21.5,14.0,u,0.43,1
2021-10-26,Tobias Harris,PHI,F,NYK,@,19.5,-105,16.5,-3.0,19.5,23.0,u,0.43,0
2021-10-28,Tobias Harris,PHI,F,DET,vs.,20.5,-125,16.48,-4.02,20.5,17.0,u,0.42,1
2021-10-30,Tobias Harris,PHI,F,ATL,vs.,18.5,-113,20.34,1.84,18.5,22.0,o,0.45,1
2021-11-11,Tobias Harris,PHI,F,TOR,vs.,19.5,105,19.57,0.07,19.5,19.0,o,0.46,0
2021-11-13,Tobias Harris,PHI,F,IND,@,20.5,-105,21.14,0.64,20.5,32.0,o,0.49,1
2021-11-16,Tobias Harris,PHI,F,UTH,@,19.5,-106,16.5,-3.0,19.5,12.0,u,0.48,1
2021-11-18,Tobias Harris,PHI,F,DEN,@,19.5,-128,18.12,-1.38,19.5,17.0,u,0.55,1
2021-11-20,Tobias Harris,PHI,F,POR,@,20.5,-129,19.96,-0.54,20.5,28.0,u,0.56,0
2021-11-29,Tobias Harris,PHI,F,ORL,vs.,18.5,-120,17.84,-0.66,18.5,17.0,u,0.49,1
2021-12-01,Tobias Harris,PHI,F,BOS,@,17.5,-120,19.3,1.8,17.5,8.0,o,0.49,0
2021-12-06,Tobias Harris,PHI,F,CHA,@,19.5,-115,22.17,2.67,19.5,21.0,o,0.51,1
2021-12-08,Tobias Harris,PHI,F,CHA,@,18.5,-128,22.71,4.21,18.5,18.0,o,0.55,0
2021-12-09,Tobias Harris,PHI,F,UTH,vs.,16.5,-128,19.88,3.38,16.5,17.0,o,0.56,1
2021-12-11,Tobias Harris,PHI,F,GSW,vs.,17.5,-113,18.2,0.7,17.5,16.0,o,0.51,0
2021-12-13,Tobias Harris,PHI,F,MEM,@,17.5,-154,21.59,4.09,17.5,12.0,o,0.49,0
2021-12-15,Tobias Harris,PHI,F,MIA,vs.,17.5,100,18.8,1.3,17.5,24.0,o,0.57,1
2021-12-16,Tobias Harris,PHI,F,BKN,@,17.5,-127,19.44,1.94,17.5,11.0,o,0.56,0
2021-12-20,Tobias Harris,PHI,F,BOS,@,20.5,-110,20.48,-0.02,20.5,25.0,u,0.66,0
2021-12-23,Tobias Harris,PHI,F,ATL,vs.,18.5,-128,17.9,-0.6,18.5,16.0,u,0.61,1
2021-12-26,Tobias Harris,PHI,F,WAS,@,17.5,-127,20.97,3.47,17.5,23.0,o,0.57,1
2021-12-28,Tobias Harris,PHI,F,TOR,@,18.5,-110,20.0,1.5,18.5,19.0,o,0.58,1
2021-12-30,Tobias Harris,PHI,F,BKN,@,18.5,-109,20.03,1.53,18.5,9.0,o,0.57,0
2022-01-03,Tobias Harris,PHI,F,HOU,vs.,19.5,-115,18.37,-1.13,19.5,14.0,u,0.57,1
2022-01-05,Tobias Harris,PHI,F,ORL,@,19.5,110,19.7,0.2,19.5,22.0,o,0.56,1
2022-01-07,Tobias Harris,PHI,F,SAS,vs.,19.5,-135,20.61,1.11,19.5,23.0,o,0.61,1
2022-01-10,Tobias Harris,PHI,F,HOU,@,20.5,-125,22.07,1.57,20.5,13.0,o,0.6,0
2022-01-12,Tobias Harris,PHI,F,CHA,vs.,19.5,-115,20.2,0.7,19.5,17.0,o,0.55,0
2022-01-17,Tobias Harris,PHI,F,WAS,@,18.5,-125,20.98,2.48,18.5,7.0,o,0.58,0
2022-01-19,Tobias Harris,PHI,F,ORL,vs.,18.5,-105,19.3,0.8,18.5,21.0,o,0.62,1
2022-01-21,Tobias Harris,PHI,F,LAC,vs.,18.5,-103,18.7,0.2,18.5,20.0,o,0.59,1
2022-01-23,Tobias Harris,PHI,F,SAS,@,18.5,-130,21.2,2.7,18.5,18.0,o,0.55,0
2022-01-25,Tobias Harris,PHI,F,NOR,vs.,18.5,-107,16.5,-2.0,18.5,33.0,u,0.48,0
2022-01-27,Tobias Harris,PHI,F,LAL,vs.,18.5,-109,21.1,2.6,18.5,23.0,o,0.44,1
2022-01-29,Tobias Harris,PHI,F,SAC,vs.,19.5,-109,18.35,-1.15,19.5,16.0,u,0.46,1
2022-01-31,Tobias Harris,PHI,F,MEM,vs.,22.5,-135,20.1,-2.4,22.5,31.0,u,0.5,0
2022-02-02,Tobias Harris,PHI,F,WAS,vs.,20.5,-121,20.4,-0.1,20.5,18.0,u,0.55,1
2022-02-04,Tobias Harris,PHI,F,DAL,@,18.5,-108,18.9,0.4,18.5,13.0,o,0.53,0
2022-02-06,Tobias Harris,PHI,F,CHI,@,18.5,100,19.9,1.4,18.5,23.0,o,0.56,1
2022-02-08,Tobias Harris,PHI,F,PHO,vs.,17.5,-115,19.4,1.9,17.5,30.0,o,0.57,1
2022-02-11,Tobias Harris,PHI,F,OKC,vs.,18.5,-130,20.5,2.0,18.5,17.0,o,0.56,0
2022-02-12,Tobias Harris,PHI,F,CLE,vs.,17.5,-145,19.2,1.7,17.5,11.0,o,0.54,0
2022-02-15,Tobias Harris,PHI,F,BOS,vs.,17.5,-113,17.9,0.4,17.5,6.0,o,0.47,0
2022-02-17,Tobias Harris,PHI,F,MIL,@,18.5,-103,19.0,0.5,18.5,19.0,o,0.41,1
2022-02-25,Tobias Harris,PHI,F,MIN,@,16.5,-145,18.9,2.4,16.5,6.0,o,0.33,0
2022-02-27,Tobias Harris,PHI,F,NYK,@,16.5,100,17.5,1.0,16.5,12.0,o,0.5,0
2022-03-02,Tobias Harris,PHI,F,NYK,vs.,15.5,-105,17.4,1.9,15.5,14.0,o,0.54,0
2022-03-05,Tobias Harris,PHI,F,MIA,@,16.5,-103,18.0,1.5,16.5,16.0,o,0.5,0
2022-03-07,Tobias Harris,PHI,F,CHI,vs.,15.5,-113,19.1,3.6,15.5,8.0,o,0.46,0
2022-03-10,Tobias Harris,PHI,F,BKN,vs.,14.5,-130,19.5,5.0,14.5,16.0,o,0.42,1
2022-03-13,Tobias Harris,PHI,F,ORL,@,14.5,-159,19.2,4.7,14.5,26.0,o,0.48,1
2022-03-14,Tobias Harris,PHI,F,DEN,vs.,15.5,-120,18.5,3.0,15.5,10.0,o,0.47,0
2022-03-16,Tobias Harris,PHI,F,CLE,@,15.5,-115,17.9,2.4,15.5,19.0,o,0.46,1
2022-03-18,Tobias Harris,PHI,F,DAL,vs.,15.5,100,18.4,2.9,15.5,14.0,o,0.43,0
2022-03-20,Tobias Harris,PHI,F,TOR,vs.,15.5,100,19.1,3.6,15.5,5.0,o,0.49,0
2022-03-21,Tobias Harris,PHI,F,MIA,vs.,19.5,-115,18.2,-1.3,19.5,14.0,u,0.52,1
2022-03-23,Tobias Harris,PHI,F,LAL,@,15.5,110,17.7,2.2,15.5,20.0,o,0.46,1
2022-03-25,Tobias Harris,PHI,F,LAC,@,14.5,-115,17.5,3.0,14.5,12.0,o,0.47,0
2022-03-27,Tobias Harris,PHI,F,PHO,@,14.5,-113,17.4,2.9,14.5,17.0,o,0.47,1
2022-03-29,Tobias Harris,PHI,F,MIL,vs.,14.5,-128,18.1,3.6,14.5,22.0,o,0.46,1
2022-03-31,Tobias Harris,PHI,F,DET,@,15.5,-110,18.9,3.4,15.5,,o,0.46,nan
2021-11-19,Tomas Satoransky,NOR,G,LAC,vs.,7.5,-120,5.67,-1.83,7.5,4.0,u,0.56,1
2021-11-20,Tomas Satoransky,NOR,G,IND,@,6.5,-125,5.79,-0.71,6.5,2.0,u,0.56,1
2021-12-12,Tomas Satoransky,NOR,G,SAS,@,3.5,-128,5.3,1.8,3.5,0.0,o,0.48,0
2022-03-25,Tomas Satoransky,WAS,G,DET,@,7.5,-115,5.7,-1.8,7.5,6.0,u,0.47,1
2022-03-27,Tomas Satoransky,WAS,G,GSW,vs.,6.5,-105,3.4,-3.1,6.5,9.0,u,0.47,0
2022-03-29,Tomas Satoransky,WAS,G,CHI,vs.,7.5,-108,4.6,-2.9,7.5,3.0,u,0.46,1
2021-11-08,Tony Bradley,CHI,C,BKN,vs.,3.5,-135,5.0,1.5,3.5,4.0,o,0.44,1
2021-11-10,Tony Bradley,CHI,C,DAL,vs.,4.5,140,5.01,0.51,4.5,0.0,o,0.45,0
2021-11-15,Tony Bradley,CHI,C,LAL,@,6.5,100,5.42,-1.08,6.5,6.0,u,0.47,1
2021-11-17,Tony Bradley,CHI,C,POR,@,6.5,100,5.18,-1.32,6.5,6.0,u,0.5,1
2021-11-19,Tony Bradley,CHI,C,DEN,@,6.5,-105,4.71,-1.79,6.5,8.0,u,0.56,0
2021-11-21,Tony Bradley,CHI,C,NYK,vs.,6.5,100,5.15,-1.35,6.5,7.0,u,0.55,0
2021-11-22,Tony Bradley,CHI,C,IND,vs.,6.5,101,5.21,-1.29,6.5,6.0,u,0.53,1
2021-12-08,Tony Bradley,CHI,C,CLE,@,4.5,105,4.71,0.21,4.5,2.0,o,0.55,0
2022-01-11,Tony Bradley,CHI,C,DET,vs.,4.5,-105,5.05,0.55,4.5,5.0,o,0.57,1
2022-01-12,Tony Bradley,CHI,C,BKN,vs.,4.5,-120,4.2,-0.3,4.5,2.0,u,0.55,1
2021-11-29,Tony Snell,POR,G,UTH,@,4.5,105,1.03,-3.47,4.5,8.0,u,0.49,0
2021-11-30,Tony Snell,POR,G,DET,vs.,6.5,-115,1.54,-4.96,6.5,9.0,u,0.51,0
2021-12-04,Tony Snell,POR,G,BOS,vs.,4.5,-110,1.86,-2.64,4.5,0.0,u,0.55,1
2021-12-27,Tony Snell,POR,G,DAL,vs.,6.5,-135,1.84,-4.66,6.5,6.0,u,0.57,1
2022-02-05,Tony Snell,POR,G,MIL,vs.,6.5,-159,5.7,-0.8,6.5,9.0,u,0.52,0
2021-11-05,Torrey Craig,IND,F,POR,@,7.5,-105,7.03,-0.47,7.5,6.0,u,0.49,1
2021-11-11,Torrey Craig,IND,F,UTH,@,6.5,-120,5.92,-0.58,6.5,4.0,u,0.46,1
2021-11-20,Torrey Craig,IND,F,NOR,vs.,5.5,-105,6.18,0.68,5.5,7.0,o,0.56,1
2021-11-28,Torrey Craig,IND,F,MIL,vs.,5.5,-115,6.25,0.75,5.5,3.0,o,0.48,0
2022-01-02,Torrey Craig,IND,F,CLE,@,13.5,-115,9.9,-3.6,13.5,0.0,u,0.56,1
2022-01-04,Torrey Craig,IND,F,NYK,@,8.5,-115,9.7,1.2,8.5,15.0,o,0.55,1
2022-01-19,Torrey Craig,IND,F,LAL,@,7.5,-115,7.7,0.2,7.5,5.0,o,0.62,0
2022-01-20,Torrey Craig,IND,F,GSW,@,10.5,100,8.9,-1.6,10.5,12.0,u,0.6,0
2022-01-22,Torrey Craig,IND,F,PHO,@,10.5,-115,10.2,-0.3,10.5,8.0,u,0.59,1
2022-01-24,Torrey Craig,IND,F,NOR,@,10.5,-141,6.7,-3.8,10.5,13.0,u,0.51,0
2022-01-26,Torrey Craig,IND,F,CHA,vs.,10.5,-130,10.4,-0.1,10.5,14.0,u,0.43,0
2022-01-28,Torrey Craig,IND,F,OKC,@,9.5,-125,7.6,-1.9,9.5,8.0,u,0.46,1
2022-01-29,Torrey Craig,IND,F,DAL,@,9.5,-127,8.29,-1.21,9.5,0.0,u,0.46,1
2022-01-31,Torrey Craig,IND,F,LAC,vs.,10.5,-120,8.3,-2.2,10.5,8.0,u,0.5,1
2022-02-02,Torrey Craig,IND,F,ORL,vs.,9.5,105,9.2,-0.3,9.5,22.0,u,0.55,0
2022-02-04,Torrey Craig,IND,F,CHI,vs.,10.5,-105,9.7,-0.8,10.5,5.0,u,0.53,1
2022-02-06,Torrey Craig,IND,F,CLE,@,10.5,-115,8.5,-2.0,10.5,5.0,u,0.56,1
2022-02-08,Torrey Craig,IND,F,ATL,@,9.5,100,11.1,1.6,9.5,7.0,o,0.57,0
2022-02-16,Torrey Craig,PHO,F,HOU,vs.,6.5,-120,6.3,-0.2,6.5,9.0,u,0.44,0
2022-02-25,Torrey Craig,PHO,F,NOR,vs.,6.5,-105,5.5,-1.0,6.5,2.0,u,0.33,1
2022-03-02,Torrey Craig,PHO,F,POR,vs.,7.5,-130,4.1,-3.4,7.5,13.0,u,0.54,0
2022-03-04,Torrey Craig,PHO,F,NYK,vs.,7.5,-120,6.4,-1.1,7.5,0.0,u,0.53,1
2022-03-06,Torrey Craig,PHO,F,MIL,@,7.5,-125,8.8,1.3,7.5,5.0,o,0.48,0
2022-03-08,Torrey Craig,PHO,F,ORL,@,7.5,-125,6.7,-0.8,7.5,6.0,u,0.46,1
2022-03-16,Torrey Craig,PHO,F,HOU,@,7.5,100,8.5,1.0,7.5,21.0,o,0.46,1
2022-03-23,Torrey Craig,PHO,F,MIN,@,6.5,-111,9.5,3.0,6.5,5.0,o,0.46,0
2022-03-27,Torrey Craig,PHO,F,PHI,vs.,6.5,-105,6.7,0.2,6.5,3.0,o,0.47,0
2022-03-30,Torrey Craig,PHO,F,GSW,@,5.5,-130,5.8,0.3,5.5,6.0,o,0.46,1
2021-10-21,Trae Young,ATL,G,DAL,vs.,27.5,-120,26.84,-0.66,27.5,19.0,u,0.47,1
2021-10-23,Trae Young,ATL,G,CLE,@,25.5,-110,25.67,0.17,25.5,24.0,o,0.45,0
2021-10-25,Trae Young,ATL,G,DET,vs.,27.5,-115,21.91,-5.59,27.5,32.0,u,0.45,0
2021-10-27,Trae Young,ATL,G,NOR,@,25.5,-103,24.6,-0.9,25.5,31.0,u,0.45,0
2021-10-28,Trae Young,ATL,G,WAS,@,26.5,-113,28.59,2.1,26.5,15.0,o,0.42,0
2021-10-30,Trae Young,ATL,G,PHI,@,25.5,-120,26.46,0.96,25.5,13.0,o,0.45,0
2021-11-01,Trae Young,ATL,G,WAS,vs.,25.5,100,28.29,2.79,25.5,26.0,o,0.52,1
2021-11-03,Trae Young,ATL,G,BKN,@,25.5,-113,23.9,-1.6,25.5,21.0,u,0.55,1
2021-11-04,Trae Young,ATL,G,UTH,vs.,24.5,-134,25.32,0.82,24.5,21.0,o,0.53,0
2021-11-06,Trae Young,ATL,G,PHO,@,24.5,-105,26.23,1.73,24.5,31.0,o,0.48,1
2021-11-08,Trae Young,ATL,G,GSW,@,25.5,-113,26.15,0.65,25.5,28.0,o,0.44,1
2021-11-09,Trae Young,ATL,G,UTH,@,26.5,-113,24.05,-2.45,26.5,27.0,u,0.44,0
2021-11-12,Trae Young,ATL,G,DEN,@,25.5,100,25.08,-0.42,25.5,30.0,u,0.46,0
2021-11-14,Trae Young,ATL,G,MIL,vs.,24.5,-125,28.1,3.6,24.5,42.0,o,0.47,1
2021-11-15,Trae Young,ATL,G,ORL,vs.,25.5,-114,21.6,-3.9,25.5,23.0,u,0.47,1
2021-11-17,Trae Young,ATL,G,BOS,vs.,24.5,-105,26.4,1.9,24.5,18.0,o,0.5,0
2021-11-20,Trae Young,ATL,G,CHA,vs.,24.5,-117,28.15,3.65,24.5,19.0,o,0.56,0
2021-11-22,Trae Young,ATL,G,OKC,vs.,25.5,-121,21.73,-3.77,25.5,30.0,u,0.53,0
2021-11-24,Trae Young,ATL,G,SAS,@,25.5,100,26.0,0.5,25.5,31.0,o,0.46,1
2021-11-26,Trae Young,ATL,G,MEM,@,24.5,-115,29.53,5.03,24.5,31.0,o,0.4,1
2021-11-27,Trae Young,ATL,G,NYK,vs.,25.5,-120,24.48,-1.01,25.5,33.0,u,0.42,0
2021-12-01,Trae Young,ATL,G,IND,@,26.5,-125,27.19,0.69,26.5,33.0,o,0.49,1
2021-12-03,Trae Young,ATL,G,PHI,vs.,26.5,-113,26.89,0.39,26.5,25.0,o,0.55,0
2021-12-05,Trae Young,ATL,G,CHA,vs.,27.5,-113,29.06,1.56,27.5,25.0,o,0.53,0
2021-12-06,Trae Young,ATL,G,MIN,@,27.5,-117,27.11,-0.39,27.5,29.0,u,0.51,0
2021-12-10,Trae Young,ATL,G,BKN,vs.,27.5,-110,28.2,0.7,27.5,31.0,o,0.51,1
2021-12-13,Trae Young,ATL,G,HOU,vs.,26.5,-113,28.86,2.35,26.5,41.0,o,0.49,1
